mCode,mTitle,mUPC,mBrand,mIngredients,mNutrients,CurrUPC,ProductName,BrandName,ProductDesc,ProductScore,Subcatecory,Category
200,ORGANIC SPRING MIX,888670040058,WELESSLEY FARMS,"ORGANIC SPRING MIX (ORGANIC BABY LETTUCES [LOLLO ROSSA, RED AND GREEN TANGO, RED AND GREEN OAK, RED AND GREEN ROMAINE, RED LEAF, GREEN LEAF], ORGANIC BABY GREENS, [TATSOI, MIZUNA, RED AND GREEN CHARD, RED AND GREEN MUSTARD, FRISEE, ARUGULA], ORGANIC BABY SPINACH, ORGANIC RADICCHIO, ORGANIC KALE. INGREDIENTS MAY VARY BY SEASON).","['Total lipid (fat): 0.0g', 'Calcium, Ca: 47.0mg', 'Iron, Fe: 0.85mg', 'Vitamin A, IU: 1471.0IU', 'Vitamin C, total ascorbic acid: 2.8mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 3.53g', 'Carbohydrate, by difference: 7.06g', 'Energy: 35.0kcal', 'Sugars, total including NLEA: 0.0g', 'Fiber, total dietary: 3.5g', 'Sodium, Na: 41.0mg', 'Fatty acids, total trans: 0.0g']",888670040058,Spring Mix,Wellsley Farms,"Baby Lettuces, Greens, & Radicchio",100,Fresh,Produce
200,"CAULIFLOWER VEGGIE TOTS, CAULIFLOWER",190569123002,B & G FOODS,"CAULIFLOWER, SOYBEAN OIL, MODIFIED FOOD STARCH, CORNSTARCH, WATER, CONTAINS LESS THAN 2% OF BAKING SODA, CITRIC ACID, DEXTRIN, DEXTROSE, DRIED EGGS, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), GARLIC POWDER, METHYLCELLULOSE, ONION POWDER, RICE FLOUR, SALT, SODIUM ACID PYROPHOSPHATE, SODIUM ALGINATE, SOY FLOUR, SPICES, SUGAR, WHEAT GLUTEN, WHEAT STARCH, WHEY, XANTHAN GUM, YELLOW CORN FLOUR.","['Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Protein: 2.35g', 'Total lipid (fat): 8.24g', 'Carbohydrate, by difference: 16.47g', 'Energy: 153.0kcal', 'Sugars, total including NLEA: 2.35g', 'Fiber, total dietary: 5.9g', 'Calcium, Ca: 35.0mg', 'Iron, Fe: 0.59mg', 'Sodium, Na: 435.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 1.18g', 'Sugars, added: 1.2g']",190569123002,Veggie Tots,Green Giant,Cauliflower Veggie Tots,75,Appetizers & Sides,Prepared meals
200,RICED VEGGIES CAULIFLOWER RISOTTO MEDLEY,190569123286,GREEN GIANT,"CAULIFLOWER, MUSHROOMS, ASPARAGUS.","['Total lipid (fat): 0.0g', 'Calcium, Ca: 24.0mg', 'Iron, Fe: 0.42mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 17.6mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 2.35g', 'Carbohydrate, by difference: 4.71g', 'Energy: 24.0kcal', 'Sugars, total including NLEA: 2.35g', 'Fiber, total dietary: 2.4g', 'Sodium, Na: 18.0mg', 'Fatty acids, total trans: 0.0g']",190569123286,Risotto,Green Giant,Riced Cauliflower Risotto,70,Meals & Entrees,Prepared meals
200,POTATOES MICROWAVE READY SEASONING PACK,629307015342,THE LITTLE POTATO COMPANY,"POTATOES. SEASONING PACK: SALT, SPICES, SUGAR, DEHYDRATED GARLIC, DEHYDRATED ONION, CITRIC ACID (FOR TARTNESS).","['Total lipid (fat): 0.0g', 'Calcium, Ca: 18.0mg', 'Iron, Fe: 0.95mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 5.3mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 1.75g', 'Carbohydrate, by difference: 14.04g', 'Energy: 61.0kcal', 'Sugars, total including NLEA: 2.63g', 'Fiber, total dietary: 1.8g', 'Potassium, K: 465.0mg', 'Sodium, Na: 175.0mg', 'Fatty acids, total trans: 0.0g']",629307015342,Potato Jazz,The Little Potato Company,Garlic and Parsley Potato Jazz Microwave Kit,70,Appetizers & Sides,Prepared meals
200,TRI-COLOR COLESLAW,681131387484,"Wal-Mart Stores, Inc.","GREEN CABBAGE, CARROTS, RED CABBAGE.","['Total lipid (fat): 0.0g', 'Iron, Fe: 0.0mg', 'Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 1.18g', 'Carbohydrate, by difference: 5.88g', 'Energy: 29.0kcal', 'Sugars, total including NLEA: 3.53g', 'Fiber, total dietary: 2.4g', 'Calcium, Ca: 35.0mg', 'Potassium, K: 188.0mg', 'Sodium, Na: 24.0mg', 'Fatty acids, total trans: 0.0g']",681131387484,Clow Slaw,Marketside,"Cole Slaw, Tricolor",70,Appetizers & Sides,Prepared meals
200,"TATER BITES, SHREDDED SHAPED POTATOES",688267009280,"Ahold USA, Inc.","POTATOES, VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CANOLA, SOYBEAN, COTTONSEED, SUNFLOWER, CORN), CONTAINS 2% OR LESS OF: CORNSTARCH - MODIFIED, DEHYDRATED ONION, DEXTROSE, SALT, SODIUM ACID PYROPHOSPHATE ADDED TO MAINTAIN NATURAL COLOR.","['Calcium, Ca: 0.0mg', 'Iron, Fe: 0.84mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 10.5mg', 'Cholesterol: 0.0mg', 'Protein: 1.16g', 'Total lipid (fat): 9.3g', 'Carbohydrate, by difference: 26.74g', 'Energy: 186.0kcal', 'Sugars, total including NLEA: 0.0g', 'Fiber, total dietary: 1.2g', 'Potassium, K: 267.0mg', 'Sodium, Na: 395.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 1.16g', 'Fatty acids, total monounsaturated: 4.07g', 'Fatty acids, total polyunsaturated: 2.91g']",688267009280,Tater Bites,Stop & Shop Brand,Tater Bites,35,Appetizers & Sides,Prepared meals
200,ORGANIC CHEDDAR CHEESE & PRETZELS,742365005961,WWF Operating Company,"ORGANIC CHEDDAR CHEESE (CULTURED PASTEURIZED ORGANIC MILK, SALT, ENZYMES [NON-ANIMAL RENNETLESS]), ORGANIC PRETZELS (ORGANIC WHEAT FLOUR, ORGANIC MALT, SALT, ORGANIC SOYBEAN OIL).","['Fiber, total dietary: 0.0g', 'Calcium, Ca: 417.0mg', 'Iron, Fe: 0.0mg', 'Vitamin A, IU: 833.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Protein: 16.67g', 'Total lipid (fat): 19.44g', 'Carbohydrate, by difference: 36.11g', 'Energy: 389.0kcal', 'Sodium, Na: 1111.0mg', 'Cholesterol: 56.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 11.11g', 'Sugars, total including NLEA: 2.78g']",742365005961,Snack Pack,Horizon,Cheddar Cheese And Pretzels,13,Appetizers & Sides,Prepared meals
200,"KIDFRESH, SUPER DUPER CHICKEN NUGGETS",810882010024,Kidfresh,"CHICKEN BREAST MEAT, WHOLE WHEAT FLOUR, WATER, CAULIFLOWER, ONIONS, UNBLEACHED WHEAT FLOUR, NATURAL FLAVORS, SALT, CORN STARCH, YELLOW CORN FLOUR, RICE STARCH, YEAST, MOLASSES, SEA SALT, LEAVENING (CREAM OF TARTAR, BAKING SODA), WHOLE GRAIN MILLET FLOUR.","['Calcium, Ca: 0.0mg', 'Iron, Fe: 1.35mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 3.0mg', 'Protein: 15.0g', 'Total lipid (fat): 5.0g', 'Carbohydrate, by difference: 16.25g', 'Energy: 162.0kcal', 'Sugars, total including NLEA: 0.0g', 'Fiber, total dietary: 2.5g', 'Sodium, Na: 312.0mg', 'Cholesterol: 38.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 0.62g']",810882010024,Chicken Nuggets,Kidfresh,Whole Grain Breaded Chicken Nuggets,70,Meals & Entrees,Prepared meals
200,WAGON WHEELS,810882016033,Kidfresh,"PASTA (SEMOLINA WHEAT), WATER, CHEESES (MOZZARELLA, REDUCED FAT CHEDDAR, CHEDDAR [PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO EXTRACT (FOR COLOR)]), CREAM (MILK, CREAM), PUREED CARROTS, NONFAT DRY MILK, ORGANIC CORN STARCH, SEA SALT, EVAPORATED CANE SUGAR.","['Calcium, Ca: 111.0mg', 'Iron, Fe: 0.4mg', 'Vitamin A, IU: 833.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Protein: 6.67g', 'Total lipid (fat): 5.0g', 'Carbohydrate, by difference: 19.44g', 'Energy: 150.0kcal', 'Sugars, total including NLEA: 2.22g', 'Fiber, total dietary: 1.1g', 'Sodium, Na: 200.0mg', 'Cholesterol: 14.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 2.78g']",810882016033,Mac & Cheese,Kidfresh,Wagon Wheels Cheddar Mac 'n Cheese,46,Meals & Entrees,Prepared meals
200,BURRITO,850416002224,"Red's All Natural, LLC","TORTILLA (UNBLEACHED WHEAT FLOUR, WATER, CANOLA OIL, CANE SUGAR, SEA SALT, YEAST), WHITE MEAT CHICKEN (WHITE CHICKEN MEAT, WATER, RICE STARCH, SALT), LONG GRAIN BROWN RICE, PINTO BEANS, CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT & ENZYMES), CHILI PEPPER, RED BELL PEPPERS, WATER, ROASTED TOMATOES, CORN STARCH, TOMATOES, SEASONING BLEND (SPICES, GARLIC POWDER), SEA SALT, ONIONS, APPLE CIDER VINEGAR, TOMATO PASTE, GROUND CHILI PEPPER, CHOPPED GARLIC (GARLIC, WATER), SUGAR, GROUND BAY LEAF, ALLSPICE, CUMIN.","['Calcium, Ca: 70.0mg', 'Iron, Fe: 2.54mg', 'Vitamin A, IU: 211.0IU', 'Vitamin C, total ascorbic acid: 14.8mg', 'Protein: 11.97g', 'Total lipid (fat): 5.63g', 'Carbohydrate, by difference: 27.46g', 'Energy: 204.0kcal', 'Fiber, total dietary: 1.4g', 'Sodium, Na: 352.0mg', 'Cholesterol: 18.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 1.41g', 'Sugars, total including NLEA: 1.41g']",850416002224,Chicken & Cheese Burrito,,,63,Meals & Entrees,Prepared meals
200,BUTTERNUT SQUASH RAVIOLI,877448003692,GIOVANNI RANA,"FILLING (BUTTERNUT SQUASH (SQUASH, CITRIC ACID), RICOTTA (WHEY, WHOLE MILK, CREAM, VINEGAR), PARMESAN CHEESE (PASTEURIZED CULTURED MILK, SALT, ENZYMES), BREAD CRUMBS (WHEAT FLOUR, YEAST, SALT), HEAVY CREAM (CREAM), APPLE MOSTARDA (QUINCE, SUGAR, MUSTARD FLAVOR, CITRIC ACID, ASCORBIC ACID), UNSALTED BUTTER (CREAM), CHICORY ROOT FIBER, POTATO STARCH, VEGETABLE FIBER, 2% OR LESS OF AMARETTI COOKIES (SUGAR, APRICOT KERNELS, EGG WHITES, CORN FLOUR, WHEAT FLOUR, RICE FLOUR, WHOLE WHEAT FLOUR, LEAVENING (SODIUM CARBONATE AMMONIUM CARBONATE), NATURAL FLAVOR), DEHYDRATED POTATOES, SALT, NATURAL FLAVORS). PASTA (DURUM WHEAT FLOUR, EGGS, WATER, DRIED TOMATO).","['Calcium, Ca: 75.0mg', 'Iron, Fe: 0.34mg', 'Vitamin A, IU: 1168.0IU', 'Vitamin C, total ascorbic acid: 4.5mg', 'Protein: 7.48g', 'Total lipid (fat): 6.54g', 'Carbohydrate, by difference: 33.64g', 'Energy: 215.0kcal', 'Sugars, total including NLEA: 1.87g', 'Fiber, total dietary: 3.7g', 'Sodium, Na: 355.0mg', 'Cholesterol: 51.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 3.27g']",877448003692,Ravioli,Giovanni Rana,Butternut Squash Ravioli's,60,Meals & Entrees,Prepared meals
200,EXTRA VIRGIN OLIVE OIL,888670007686,BJ's Wholesale Club / Corporate Brands,EXTRA VIRGIN OLIVE OIL.,"['Carbohydrate, by difference: 0.0g', 'Fiber, total dietary: 0.0g', 'Calcium, Ca: 0.0mg', 'Iron, Fe: 0.0mg', 'Sodium, Na: 0.0mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Cholesterol: 0.0mg', 'Protein: 0.0g', 'Total lipid (fat): 100.0g', 'Energy: 857.0kcal', 'Sugars, total including NLEA: 0.0g', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 14.29g', 'Fatty acids, total monounsaturated: 71.43g', 'Fatty acids, total polyunsaturated: 14.29g']",888670007686,Oil,Wellsley Farms,"Oil, Extra Virgin Olive",80,Oil,Oil vinegar dressing
200,GRASS-FED GROUND BEEF,641509128224,SPRING CROSSING CATTLE CO,GROUND BEEF.,"['Carbohydrate, by difference: 0.0g', 'Fiber, total dietary: 0.0g', 'Calcium, Ca: 18.0mg', 'Iron, Fe: 2.41mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Protein: 19.64g', 'Total lipid (fat): 9.82g', 'Energy: 179.0kcal', 'Sugars, total including NLEA: 0.0g', 'Sodium, Na: 67.0mg', 'Cholesterol: 67.0mg', 'Fatty acids, total saturated: 4.02g']",641509128224,Ground Beef,Spring Crossing Cattle Co.,90% Lean Grass Fed Ground Beef,65,Beef & Veal,Meats
200,GROUND TURKEY,642205534500,HONEYSUCKLE WHITE,"ALL NATURAL** TURKEY, NATURAL FLAVORING.","['Carbohydrate, by difference: 0.0g', 'Fiber, total dietary: 0.0g', 'Calcium, Ca: 18.0mg', 'Iron, Fe: 0.96mg', 'Vitamin A, IU: 89.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Protein: 18.75g', 'Total lipid (fat): 15.18g', 'Energy: 214.0kcal', 'Sugars, total including NLEA: 0.0g', 'Sodium, Na: 103.0mg', 'Cholesterol: 89.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 4.46g']",642205534500,Ground Turkey,Honeysuckle White,Fresh 85% Lean,70,Chicken & Poultry,Meats
200,CHUNK WHITE CHICKEN MEAT IN WATER,688267055935,"Ahold Usa, Inc.","WHITE CHICKEN MEAT, WATER, CONTAINS 2% OR LESS OF SEA SALT, FLAVORING.","['Carbohydrate, by difference: 0.0g', 'Fiber, total dietary: 0.0g', 'Calcium, Ca: 0.0mg', 'Iron, Fe: 0.0mg', 'Potassium, K: 83.0mg', 'Vitamin D: 0.0IU', 'Protein: 16.67g', 'Total lipid (fat): 2.38g', 'Energy: 83.0kcal', 'Sugars, total including NLEA: 0.0g', 'Sodium, Na: 476.0mg', 'Cholesterol: 71.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 1.19g']",688267055935,Premium Chunk White Chicked In Water,Stop & Shop Brand,Premium Chunk White Chicked In Water,80,Chicken & Poultry,Meats
200,APPLEWOOD SMOKED UNCURED BACON,725439950046,"Delhaize America, Inc.","PORK PREPARED WITH WATER, SALT, TURBINADO SUGAR, CELERY POWDER.","['Carbohydrate, by difference: 0.0g', 'Fiber, total dietary: 0.0g', 'Calcium, Ca: 0.0mg', 'Iron, Fe: 0.0mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Protein: 13.33g', 'Total lipid (fat): 46.67g', 'Energy: 467.0kcal', 'Sugars, total including NLEA: 6.67g', 'Sodium, Na: 900.0mg', 'Cholesterol: 67.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 16.67g']",725439950046,Bacon,Nature's Place,Applewood Smoked Uncured Bacon,29,Pork,Meats
200,BEEF FRANKS,888313917204,NATHAN'S,"BEEF, WATER, CONTAINS 2% OR LESS OF SALT, SORBITOL, SODIUM LACTATE, NATURAL FLAVORINGS, SODIUM PHOSPHATES, HYDROLYZED CORN PROTEIN, PAPRIKA, SODIUM DIACETATE, SODIUM ERYTHORBATE, SODIUM NITRITE.","['Fiber, total dietary: 0.0g', 'Calcium, Ca: 0.0mg', 'Iron, Fe: 1.26mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Protein: 10.53g', 'Total lipid (fat): 28.07g', 'Carbohydrate, by difference: 1.75g', 'Energy: 298.0kcal', 'Sugars, total including NLEA: 0.0g', 'Sodium, Na: 1123.0mg', 'Cholesterol: 61.0mg', 'Fatty acids, total saturated: 10.53g']",888313917204,Franks,Nathan's,"Franks, Famous Skinless Beef",0,Sausages & Hot Dogs,Meats
200,PINK BEANS,688267027840,"Ahold USA, Inc.","PREPARED PINK BEANS, WATER, SALT, CALCIUM DISODIUM EDTA ADDED TO PRESERVE COLOR.","['Calcium, Ca: 31.0mg', 'Iron, Fe: 1.38mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 5.38g', 'Total lipid (fat): 0.38g', 'Carbohydrate, by difference: 15.38g', 'Energy: 92.0kcal', 'Sugars, total including NLEA: 0.77g', 'Fiber, total dietary: 5.4g', 'Sodium, Na: 292.0mg', 'Fatty acids, total trans: 0.0g']",688267027840,Pink Beans,Stop & Shop Brand,Pink Beans,46,Beans & Legumes,Legumes and nuts
200,"GIANT, BLACK BEANS",688267027925,"Ahold USA, Inc.","PREPARED BLACK BEANS, WATER, SALT.","['Total lipid (fat): 0.0g', 'Calcium, Ca: 46.0mg', 'Iron, Fe: 1.38mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 6.15g', 'Carbohydrate, by difference: 16.92g', 'Energy: 92.0kcal', 'Sugars, total including NLEA: 0.0g', 'Fiber, total dietary: 4.6g', 'Sodium, Na: 300.0mg', 'Fatty acids, total trans: 0.0g']",688267027925,Black Beans,Stop & Shop Brand,Black Beans,51,Beans & Legumes,Legumes and nuts
200,"GIANT, CANNELLINI BEANS",688267028038,"Ahold USA, Inc.","PREPARED CANNELLINI BEANS, WATER, SALT, CALCIUM CHLORIDE, DISODIUM EDTA ADDED AS A PRESERVATIVE.","['Total lipid (fat): 0.0g', 'Calcium, Ca: 31.0mg', 'Iron, Fe: 1.38mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 5.38g', 'Carbohydrate, by difference: 13.85g', 'Energy: 77.0kcal', 'Sugars, total including NLEA: 0.0g', 'Fiber, total dietary: 3.1g', 'Sodium, Na: 346.0mg', 'Fatty acids, total trans: 0.0g']",688267028038,Cannellini Beans,Stop & Shop Brand,Cannellini Beans,38,Beans & Legumes,Legumes and nuts
200,ORGANIC DARK RED KIDNEY BEANS,725439940450,"Delhaize America, Inc.","WATER, ORGANIC DARK RED KIDNEY BEANS, SEA SALT.","['Total lipid (fat): 0.0g', 'Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 6.15g', 'Carbohydrate, by difference: 15.38g', 'Energy: 85.0kcal', 'Sugars, total including NLEA: 0.77g', 'Fiber, total dietary: 6.2g', 'Calcium, Ca: 38.0mg', 'Iron, Fe: 2.31mg', 'Sodium, Na: 96.0mg', 'Fatty acids, total trans: 0.0g']",725439940450,Nature's Place Organic Kidney Beans 15 oz,Natures Place,Nature's Place Organic Kidney Beans 15 oz,85,Beans & Legumes,Legumes and nuts
200,ORGANIC BLACK BEANS,725439940467,"Delhaize America, Inc.","WATER, ORGANIC BLACK BEANS, SEA SALT.","['Total lipid (fat): 0.0g', 'Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 5.38g', 'Carbohydrate, by difference: 15.38g', 'Energy: 85.0kcal', 'Sugars, total including NLEA: 0.77g', 'Fiber, total dietary: 3.8g', 'Calcium, Ca: 32.0mg', 'Iron, Fe: 1.54mg', 'Sodium, Na: 100.0mg', 'Fatty acids, total trans: 0.0g']",725439940467,Nature's Place Organic Black Beans 15 oz,Natures Place,Nature's Place Organic Black Beans 15 oz,85,Beans & Legumes,Legumes and nuts
200,GARBANZO BEANS,725439940481,"Delhaize America, Inc.","WATER, ORGANIC GARBANZO BEANS, SEA SALT.","['Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 5.38g', 'Total lipid (fat): 1.54g', 'Carbohydrate, by difference: 15.38g', 'Energy: 92.0kcal', 'Sugars, total including NLEA: 2.31g', 'Fiber, total dietary: 3.1g', 'Calcium, Ca: 16.0mg', 'Iron, Fe: 0.77mg', 'Sodium, Na: 100.0mg', 'Fatty acids, total trans: 0.0g']",725439940481,Nature's Place Organic Garbanzo Beans 15 oz,Natures Place,Nature's Place Organic Garbanzo Beans 15 oz,85,Beans & Legumes,Legumes and nuts
200,POMEGRANATES FRESH ARILS,824150112082,"Pom Wonderful, LLC",POMEGRANATE ARILS,"['Calcium, Ca: 23.0mg', 'Iron, Fe: 0.41mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 3.4mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 2.3g', 'Total lipid (fat): 1.15g', 'Carbohydrate, by difference: 16.09g', 'Energy: 80.0kcal', 'Sugars, total including NLEA: 8.05g', 'Fiber, total dietary: 4.6g', 'Potassium, K: 115.0mg', 'Sodium, Na: 17.0mg', 'Fatty acids, total trans: 0.0g']",824150112082,Fresh Arils,Pom Poms Wonderful,Fresh Arils,85,Nuts & Seeds,Legumes and nuts
200,WHOLE ALMONDS,888670014721,BJ's Wholesale Club / Corporate Brands,ALMONDS.,"['Sodium, Na: 0.0mg', 'Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Protein: 20.0g', 'Total lipid (fat): 50.0g', 'Carbohydrate, by difference: 20.0g', 'Energy: 567.0kcal', 'Sugars, total including NLEA: 3.33g', 'Fiber, total dietary: 13.3g', 'Calcium, Ca: 267.0mg', 'Iron, Fe: 3.67mg', 'Potassium, K: 733.0mg', 'Vitamin E: 26.0mg_ATE', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 3.33g']",888670014721,Almonds,Wellsley Farms,All Natural Whole Almonds,90,Nuts & Seeds,Legumes and nuts
200,PECAN HALVES,888670020388,BJ's Wholesale Club / Corporate Brands,PECANS,"['Sodium, Na: 0.0mg', 'Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Protein: 10.71g', 'Total lipid (fat): 71.43g', 'Carbohydrate, by difference: 14.29g', 'Energy: 714.0kcal', 'Sugars, total including NLEA: 3.57g', 'Fiber, total dietary: 10.7g', 'Calcium, Ca: 93.0mg', 'Iron, Fe: 2.57mg', 'Potassium, K: 5036.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 7.14g']",888670020388,Pecans,Wellsley Farms,Pecan Halves,80,Nuts & Seeds,Legumes and nuts
200,HOT DOG ROLLS,688267094231,"Ahold Usa, Inc.","UNBLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON [FERROUS SULFATE], THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, YEAST, SUGAR, SOYBEAN AND/OR CANOLA OIL, CONTAINS 2% OR LESS OF: WHEAT GLUTEN, SALT, CULTURED WHEAT FLOUR, DOUGH CONDITIONERS (SODIUM STEAROYL LACTYLATE, MONO AND DIGLYCERIDES, ASCORBIC ACID, ENZYMES), CALCIUM PROPIONATE (PRESERVATIVE), YEAST NUTRIENTS (MONOCALCIUM PHOSPHATE, CALCIUM SULFATE, AMMONIUM SULFATE), WHEAT STARCH, SOYBEAN LECITHIN, VINEGAR.","['Fiber, total dietary: 0.0g', 'Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 9.3g', 'Total lipid (fat): 4.65g', 'Carbohydrate, by difference: 46.51g', 'Energy: 256.0kcal', 'Sugars, total including NLEA: 4.65g', 'Calcium, Ca: 116.0mg', 'Iron, Fe: 2.33mg', 'Potassium, K: 93.0mg', 'Sodium, Na: 395.0mg', 'Thiamin: 1.0mg', 'Riboflavin: 0.465mg', 'Niacin: 6.512mg', 'Folic acid: 81.0µg', 'Sugars, added: 4.7g', 'Fatty acids, total trans: 0.0g']",688267094231,Hot Dog Rolls ,Stop & Shop Brand,Hot Dog Rolls ,76,Bread Products,Grains
200,NEW ENGLAND STYLE HOT DOG ROLLS,688267094248,"Ahold Usa, Inc.","UNBLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON [FERROUS SULFATE], THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, YEAST, SUGAR, SOYBEAN AND/OR CANOLA OIL, CONTAINS 2% OR LESS OF: WHEAT GLUTEN, SALT, CULTURED WHEAT FLOUR, DOUGH CONDITIONERS (SODIUM STEAROYL LACTYLATE, MONO AND DIGLYCERIDES, ASCORBIC ACID, ENZYMES), YEAST NUTRIENTS (MONOCALCIUM PHOSPHATE, CALCIUM SULFATE, AMMONIUM SULFATE), WHEAT STARCH, SOYBEAN LECITHIN, CALCIUM PROPIONATE (PRESERVATIVE), VINEGAR.","['Fiber, total dietary: 0.0g', 'Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 9.3g', 'Total lipid (fat): 4.65g', 'Carbohydrate, by difference: 46.51g', 'Energy: 256.0kcal', 'Sugars, total including NLEA: 4.65g', 'Calcium, Ca: 93.0mg', 'Iron, Fe: 2.33mg', 'Potassium, K: 70.0mg', 'Sodium, Na: 465.0mg', 'Thiamin: 0.0mg', 'Riboflavin: 0.233mg', 'Niacin: 6.279mg', 'Folic acid: 81.0µg', 'Sugars, added: 4.7g', 'Fatty acids, total trans: 0.0g']",688267094248,New England Style Enriched Hot Dog Rolls,Stop & Shop Brand,New England Style Enriched Hot Dog Rolls,85,Bread Products,Grains
